A1	A2	A3	A4	A5
1	99.2504806947167	99.8301472850792	101.906161512145	101.01682585747	102.689742963543
2	98.5636846435485	99.1458518969021	102.2824612888	102.929162794423	100.138581974122
3	98.2660375634422	98.0747093321464	102.216894805664	97.5528288917143	99.4364841374105
4	100.959192891938	101.462771818696	100.075758437564	99.4206750863439	100.844962558364
5	99.3479271431932	101.156562238411	102.000672207619	97.0685090879598	100.742659215494
6	99.7031343452357	96.9996894996081	101.545337162455	101.451428684186	96.3486095297851
7	98.4393613386854	97.1270147866207	99.7345882758234	104.501363262088	97.5371128561684
8	103.209172782837	100.23750571843	99.37076688062	101.914944483302	100.689290366204
9	98.5127175634316	101.135758793433	100.58363710395	101.583342728372	103.006257014964
10	99.1761547718211	101.438887056662	97.8784001316661	101.533836312858	99.6306579140821
11	101.024537381881	100.145451565324	100.362431316237	99.436151071682	103.345757322881
12	98.050326413333	101.374269617265	98.921116343729	96.0076585071396	100.826726256878
13	100.723340684137	101.431368300971	101.352949942002	101.513172820958	100.103758882475
14	99.5430517504031	99.7687085960773	99.2190442035865	101.614764588311	98.4499127980981
15	101.888677990356	99.6219160796329	99.7030721674038	99.7802755474388	101.327756703464
16	103.058687303308	99.338885567923	103.174303419311	100.872924942024	100.358243849982
17	102.810903679762	99.0652649895072	104.942578525599	98.4699046240819	98.0392157205716
18	99.8726726330017	99.9597811236594	97.011101614161	99.3025587205614	102.654658377077
19	104.353247945831	98.3860259137296	101.387684113677	99.3114234588729	101.813990340679
20	101.256024973227	102.277001224135	102.880350609938	96.7118723311293	100.158430762135
