A1	A2	A3	A4	A5
1	99.6408835109233	98.9654676638188	99.180886943886	102.801018491458	100.839268493153
2	97.3355412135765	101.445295238761	101.257203573273	99.5113062036902	100.17456073124
3	98.7736412905896	99.3953969614287	100.394778176875	98.7421059687481	103.660895800846
4	100.470294549877	100.923312360858	96.6118887908276	101.39979317286	100.48701431112
5	97.3727321516562	99.9130442807248	101.535177038617	100.125446547426	100.605573475049
6	100.725410135377	101.137650062126	98.0822651533465	98.9127130285611	99.824611250822
7	100.903360850976	101.672980201075	98.859254658946	98.5165461264304	100.861437415527
8	101.697630534808	98.8459080862588	102.506928903182	100.718721798501	99.8070162172514
9	104.098214223972	100.514403832264	101.218425282482	101.812522646217	101.903407658902
10	101.649562912301	102.088960842372	99.6299553467692	100.093384438693	101.087783645168
11	100.274902812917	100.646411802122	100.358260970117	97.2302766529266	100.392813742457
12	99.5561925648289	101.29193824715	99.0456214054902	100.135989564501	98.603049608431
13	98.0934315742845	98.9888700576767	99.4117722450553	96.0662677182543	98.9986996145145
14	98.949573937052	101.86726506051	99.8972017361761	100.384457962748	101.160737062378
15	96.5294120607965	96.2368775587381	99.3850047369315	98.6185067058592	101.529299531922
16	99.4939148763658	98.9491488926296	98.5989822821472	97.1576588028209	100.695346850615
17	102.81179402718	102.587231964795	104.702544452372	99.4931683827473	101.589881661973
18	97.8977774744381	98.7955077889665	101.671677868129	99.011678165988	104.596281917198
19	96.6573153567299	101.078646939992	99.6658081754793	101.467675392542	97.422025295944
20	100.366635211745	102.306145619399	99.4738812111292	99.9555410487978	99.6278433221642
