A1	A2	A3	A4	A5
1	102.421748543325	101.547299682513	99.6127521886623	99.3149931878259	96.3077821284563
2	101.17965852915	100.496245981857	99.6780358917438	101.178064520956	101.154820558421
3	100.188572170171	104.199281313353	106.04719384133	101.876669928547	100.590403238586
4	97.6781272022522	98.2504561082864	98.3337740879765	98.7073862685047	103.063186593699
5	104.123689679334	98.3876299062352	96.8269446858461	99.4074081922541	99.3062118121333
6	102.198727871656	100.451247344843	99.7603147665836	101.240429655674	103.186248016506
7	104.039163244992	102.65993271539	102.166780316857	103.114940226432	100.666287311365
8	99.2464716605808	95.8833662299716	97.7925502538303	100.698137084119	97.8448949829515
9	96.4775810892436	101.751790901008	97.3976781981116	99.0884826681001	102.945868056676
10	102.622903110321	101.022299190349	95.4744482250686	98.2195032413707	100.664357600994
11	99.6834765599746	99.6140018610922	95.5334561687957	99.7464603178895	97.1401980113228
12	98.4203922588478	100.169596037846	103.634053895554	98.0161432744439	100.165118840726
13	96.9225972441396	100.248076257705	102.05571553072	100.362969475124	100.76776076364
14	101.838431829436	101.075196876639	100.538559699804	102.655555200972	99.9623794542497
15	99.4584905647375	98.4938767976544	100.540084189262	103.082136035031	100.055803146041
16	99.6543067122432	96.9089982106536	103.790456650978	98.7965689899126	99.8077678753462
17	99.8429321266322	100.361752644974	102.563106429682	101.338124551202	100.981483355366
18	100.332518778133	97.1965442481307	100.4181929432	98.9569777720717	99.2054163336857
19	96.5017673667977	103.155828629044	101.175347982665	102.242938411406	103.778110020993
20	96.3290102637934	103.800174535899	101.99667050237	102.839522916038	96.0999459437619
