A1	A2	A3	A4	A5
1	102.260944024872	98.7263075637482	102.129024966589	99.9454488136836	102.009831464999
2	99.1697086663728	98.713705409706	99.1769709775956	100.522891937758	94.6973341548793
3	99.6870790764079	98.2196264166656	101.687903281024	99.6879584121189	102.362514699241
4	102.45486277571	99.1747956697923	102.595428455589	100.491976457974	102.249572556102
5	101.082656661452	99.4593175417891	101.425305168987	99.4761984266322	105.680277203302
6	102.059991625647	100.239764791712	101.279126581524	104.548243419172	99.7806642627105
7	99.6894248327077	101.733744225153	102.257887986504	101.351223727135	102.236673709464
8	100.124917440344	104.432676018337	99.0418221787538	100.643750586106	100.901099526241
9	98.2866659048434	100.151541842581	98.4253922776266	102.513122585598	99.5310717887037
10	100.667057181043	100.45909076706	102.461792430306	97.6217405324247	100.211992435088
11	100.810394234484	101.546677350591	100.343356194075	100.879016598915	98.3329144222834
12	97.9743208696496	96.2293952382659	96.3769264248265	102.381154928038	102.468784558832
13	96.3609417353363	102.535664973792	96.7877502299882	99.4936615077575	101.120241041348
14	101.126677438468	100.276073227124	97.4457011192031	98.918488770988	98.5489674719571
15	98.7870444129561	102.314127267031	99.7598114548366	101.095111291449	98.4774828079884
16	97.0698418682322	98.6812549135159	100.132215767034	99.6099754120311	97.9135065871739
17	101.043888479493	99.2917177047758	102.108189111722	100.583785661674	94.801420949836
18	99.2794919038467	95.7496223345313	100.081768876599	97.7518034597923	102.770664411268
19	96.6314864241992	99.2704326451543	102.92106625127	101.757745210245	97.0828691690625
20	101.706074110415	101.296588576734	98.0255282676716	101.749695632454	99.7102904183606
