A1	A2	A3	A4	A5
1	100.83073652698	101.869649376548	98.3923024288885	100.580160500624	101.639940647064
2	98.8472508164696	103.847495736043	95.2443874250045	96.2711459135823	100.670567083562
3	101.178520271531	103.336920656547	99.0189008542072	98.9875793495062	99.5836923763008
4	97.3332078166095	102.326149809197	101.434270373838	98.4873092366446	99.1487327677339
5	102.824405717621	102.635395373282	102.802232370244	97.5688882396455	101.018205955977
6	100.863093092604	101.170672908715	100.28904086913	98.4557333479549	97.4472876333894
7	104.572458205594	101.361316605847	98.6885498492612	105.182047549803	99.5716449776792
8	101.884129282413	99.4140742507981	100.107301393596	104.407222864206	102.529046169059
9	100.100338470711	102.824723636346	101.213795672854	102.290281114051	102.213096385224
10	95.7684993610645	101.487055567425	100.863261645101	101.085841779975	97.5888191957367
11	98.7266516580602	99.5416744829495	97.5772429685111	100.106694800353	101.834739535454
12	97.8191773671618	100.439796743367	100.871103808765	96.1323516991173	97.5743970985469
13	101.96642683582	99.6774539630056	98.7369122709458	99.1078965801877	102.793284842852
14	105.470507941674	100.027372134454	104.012603274591	99.5817646942284	101.034257417159
15	98.8115232026962	100.924134683765	101.679168391647	98.7672842325685	100.247089050757
16	97.6282462516056	98.0979287199577	100.073829983704	99.6018595078366	98.1708930609164
17	100.469956515199	101.309822635225	97.6059191784368	100.015468800377	95.7917815891566
18	100.562000841536	98.0667048352259	99.5799880829583	101.642561635606	101.624732713692
19	102.029086719023	99.5255153443152	97.3982702787303	99.0347931713923	99.9519208744101
20	101.427431626375	100.600890147491	99.5674297531479	96.4987142119947	100.527002298761
