A1	A2	A3	A4	A5
1	103.299012731099	98.752339833734	98.9113640703784	102.552216961549	100.606222234146
2	101.305078727337	96.4164043829582	100.022949905885	100.107467703249	99.4709026043291
3	102.573437738782	103.810389211652	99.0826724907395	100.562464870539	99.4293099238634
4	101.355337951952	99.581499680277	95.8418181651636	97.8758150833645	100.948492647715
5	99.1542358862356	97.6376674593614	98.1334414532769	101.159728154242	99.3423846039503
6	99.715316320376	99.164906317384	98.5142088314681	99.5152284752611	100.406883416932
7	100.857745337617	98.9720843034895	96.7707995557337	98.6738994445124	99.146457302931
8	99.6042974655431	101.563421718755	98.8162906167884	102.000159666661	96.6809793139068
9	103.861500292761	100.113208585618	102.957078881646	98.2931174410554	96.4871325640176
10	100.806703886702	99.1409355333699	99.445923681865	100.649689243987	96.7911433398251
11	100.345788168999	100.903063907785	99.5463057360401	101.075890614821	100.139679201219
12	102.133256048331	101.492413958857	100.444520008265	98.3912725950728	97.602637801119
13	99.6747425257599	100.449714172078	102.916921245995	98.4838482964851	101.809211569132
14	96.4752263924376	102.823932259004	102.404567729126	101.261426494168	98.5589498737338
15	98.4908994061868	98.5360439668713	97.9726822751682	101.583428011339	102.642259897461
16	101.489053087874	99.9484561941578	97.3725932834353	98.1654509985673	100.167306856491
17	102.013769352844	97.3877720611717	99.5969984116234	101.070438112708	102.014472285358
18	100.234438934551	98.1767195889427	99.7542530820825	102.968052841157	98.3894137755808
19	100.687255506046	99.0244739416835	103.834082140328	99.8494393611702	102.268721111598
20	99.7154714931036	101.654573855586	100.065936682169	99.6762699542118	96.080362636444
