A1	A2	A3	A4	A5
1	100.800714794274	98.5074717330643	98.7186428980668	102.535211927894	102.765147949722
2	99.2087017369891	97.0736586395959	98.8202599812172	100.158255306344	100.039501668361
3	106.044252160808	102.463606614958	100.703339117703	100.663701078303	103.571253435752
4	96.3114773476327	100.702992579753	103.301342947605	102.66759906039	100.35161237521
5	101.209703796721	98.5674192517752	98.0861023481239	100.521481019398	100.351551537018
6	99.7637752611486	100.158376997223	98.4957544520632	102.428649288211	101.684336513891
7	101.750844749633	98.9046094038737	99.723764146859	100.366443243777	103.204117442817
8	100.761648657848	96.1733784958615	99.2752886203081	100.589906084031	101.778833730381
9	101.435102500377	95.0436766217661	99.40992137084	98.4689500141461	99.3782502672702
10	100.899229898813	98.7343966613624	99.4569729242196	101.926770352458	99.2222635656651
11	97.6563983454075	101.278074273578	102.881868675226	100.017519866226	99.7115113898378
12	99.7475608274519	99.1058304027943	101.194798082522	99.1770863355126	100.305302850832
13	98.9898548643203	103.226164446389	99.0238308022421	98.2645797406177	100.314121700834
14	96.7757060959765	100.750571413032	98.5528318667075	100.714631020185	98.1367301253975
15	102.936282200445	101.969599691799	99.9492641559992	101.944142649033	97.4747221801265
16	100.977269216916	100.235904369327	101.153581084117	100.582751142945	100.57259939607
17	97.6479001859423	103.226850532357	100.416444114775	98.8121610627967	100.020091028914
18	102.838224044213	97.965076163345	100.00728387625	100.831129643496	102.928916869228
19	99.5864328632354	102.203574974229	102.421692176446	100.387684961881	98.1922316856639
20	102.121372275126	102.054756871507	99.4594248973821	101.120013364826	101.55287767754
