A1	A2	A3	A4	A5
1	102.193756211879	97.8315482706666	99.7233053935465	98.7993979093332	102.756660748408
2	100.55865569652	100.37263011564	98.2448213551787	94.9522845916427	100.77457772462
3	98.1406824399509	102.675240552227	104.216929898231	99.2966486225578	98.0725374522179
4	97.7779806079637	98.8104087870571	102.555370203242	99.1678844127369	98.2267444528385
5	98.7158288775621	100.411102522003	99.7252405380436	97.1418831278728	102.487285610116
6	97.103776870953	97.404760168924	96.1867277541906	105.91179108598	99.6244174322076
7	100.948748445768	98.63917082247	103.334594118195	101.741790888394	101.188401313648
8	101.518796394187	100.535105938069	102.253967658345	99.1486341379112	98.3656337638259
9	100.584547762498	102.610691830988	99.0213126956255	98.7329286622911	101.047108177933
10	102.825012092615	100.83554582033	100.644958863259	101.001069889763	103.623454712452
11	98.3827000187527	98.0894086342447	101.382664319225	97.7681441046863	102.271874783709
12	103.641743426833	103.230784282755	100.224692478226	103.472042777811	100.107004493373
13	99.2280526726509	99.760852727603	98.0144566108942	99.1776319964716	94.4629351805503
14	101.027913539428	100.45049293145	98.9841180802337	101.783479312405	100.536061802648
15	103.401377998602	102.966216687708	101.629469056526	100.599943432134	100.560932388121
16	96.0659746302163	102.301338473601	101.506274373707	100.266148954251	102.315264590062
17	101.802163811705	99.0949179421064	105.146991798903	100.729401840976	98.862646252061
18	101.594545575432	98.9156926200578	101.322865609754	100.36845039174	101.300881950602
19	99.8521945061904	99.4961397747672	97.7150620569405	97.2902776790122	102.31436871273
20	99.8800854498059	97.246873696044	101.735002643845	99.8559884746358	100.222446246818
