A1	A2	A3	A4	A5
1	100.81564355382	100.691497324317	93.9260559365889	97.9974073321622	99.0477542682699
2	101.046470854121	102.830329689149	101.67258039945	96.2251337466796	97.8960559308044
3	100.398757202914	98.8163291042017	98.7363683465211	100.503583928712	99.8280471757943
4	101.748453665479	99.9220534448774	96.1774382058019	99.7923604056767	102.529482768194
5	102.933337560541	101.363585588224	96.2546311967503	102.642552044645	99.5344993030084
6	100.575063348454	100.956339127421	103.763555190045	102.179501914435	97.7823714778534
7	100.113963429018	99.5025184079179	95.1644967921302	99.1773537678131	101.629862324126
8	100.670955211537	100.03827805672	98.9151916447598	96.8129058059803	99.3559828425374
9	98.3092347579212	100.303868406672	99.4083702339499	99.0349797415128	101.479402632995
10	101.004314426921	101.11791934026	102.034417727703	101.516703509027	98.9066751047047
11	102.382907544172	98.4610621353623	100.74219028989	100.158309918992	96.6093286865436
12	97.1983695510658	98.7926042365867	99.2163950471809	97.3866422667558	101.152406769922
13	96.3940706738425	99.8073382241367	101.551858562784	97.9031193899642	99.7704377019975
14	99.5490525362944	99.3760850972845	97.9168073958389	99.2304792115045	99.4058207749826
15	96.7616935569096	101.692524645812	97.3946669122488	96.847992563789	99.3659562862764
16	99.9389142040651	98.599515637361	96.7073678728066	100.027709191655	102.65588557887
17	97.2941712702509	99.5917251432202	97.2837323816196	99.624961027852	97.5329132673112
18	100.983371268717	102.054201775763	99.8033038002893	101.527688343405	97.5600143766702
19	101.167040172464	101.051373953753	98.9703063820727	95.5811212170714	102.461343213357
20	101.505133200948	94.9017305056612	100.393512696537	99.3092516049515	96.2201641885306
